Data,Sabor,Local de venda,Preço,Tamanho,Vendas
2021-05-30,Creme,Shopping,3.53,Casquinha,22
2021-05-30,Creme,Shopping,6.83,250g,29
2021-05-30,Creme,Shopping,13.0,500g,20
2021-05-30,Creme,Shopping,19.94,1kg,6
2021-05-30,Creme,Praia,3.51,Casquinha,40
2021-05-30,Creme,Praia,6.76,250g,6
2021-05-30,Creme,Praia,10.89,500g,34
2021-05-30,Creme,Praia,19.38,1kg,7
2021-05-30,Creme,Cidade,3.62,Casquinha,41
2021-05-30,Creme,Cidade,6.67,250g,15
2021-05-30,Creme,Cidade,13.18,500g,16
2021-05-30,Creme,Cidade,20.64,1kg,8
2021-05-30,Limão,Supermercado,3.63,Casquinha,25
2021-05-30,Limão,Supermercado,6.61,250g,3
2021-05-30,Limão,Supermercado,11.54,500g,0
2021-05-30,Limão,Supermercado,18.64,1kg,21
2021-05-30,Limão,Shopping,3.27,Casquinha,33
2021-05-30,Limão,Shopping,7.56,250g,8
2021-05-30,Limão,Shopping,11.0,500g,2
2021-05-30,Limão,Shopping,18.07,1kg,5
2021-05-30,Limão,Praia,3.61,Casquinha,13
2021-05-30,Limão,Praia,6.63,250g,21
2021-05-30,Limão,Praia,10.86,500g,10
2021-05-30,Limão,Praia,21.47,1kg,5
2021-05-30,Limão,Cidade,3.8,Casquinha,15
2021-05-30,Limão,Cidade,6.36,250g,13
2021-05-30,Limão,Cidade,12.18,500g,8
2021-05-30,Limão,Cidade,20.33,1kg,8
2021-05-30,Uva,Supermercado,3.16,Casquinha,7
2021-05-30,Uva,Supermercado,6.36,250g,20
2021-05-30,Uva,Supermercado,12.21,500g,11
2021-05-30,Uva,Supermercado,20.18,1kg,5
2021-05-30,Uva,Shopping,3.34,Casquinha,2
2021-05-30,Uva,Shopping,7.57,250g,18
2021-05-30,Uva,Shopping,11.7,500g,0
2021-05-30,Uva,Shopping,19.7,1kg,6
2021-05-30,Uva,Praia,3.73,Casquinha,10
2021-05-30,Uva,Praia,6.62,250g,18
2021-05-30,Uva,Praia,12.76,500g,0
2021-05-30,Uva,Praia,21.48,1kg,1
2021-05-30,Uva,Cidade,3.21,Casquinha,20
2021-05-30,Uva,Cidade,6.37,250g,2
2021-05-30,Uva,Cidade,11.98,500g,0
2021-05-30,Uva,Cidade,19.58,1kg,0
2021-06-06,Chocolate,Supermercado,3.52,Casquinha,44
2021-06-06,Chocolate,Supermercado,7.43,250g,18
2021-06-06,Chocolate,Supermercado,12.62,500g,22
2021-06-06,Chocolate,Supermercado,19.07,1kg,16
2021-06-06,Chocolate,Shopping,3.4,Casquinha,54
2021-06-06,Chocolate,Shopping,6.38,250g,18
2021-06-06,Chocolate,Shopping,10.88,500g,37
2021-06-06,Chocolate,Shopping,18.77,1kg,7
2021-06-06,Chocolate,Praia,3.6,Casquinha,55
2021-06-06,Chocolate,Praia,7.55,250g,32
2021-06-06,Chocolate,Praia,11.51,500g,24
2021-06-06,Chocolate,Praia,18.96,1kg,7
2021-06-06,Chocolate,Cidade,3.62,Casquinha,47
2021-06-06,Chocolate,Cidade,7.45,250g,39
2021-06-06,Chocolate,Cidade,11.75,500g,28
2021-06-06,Chocolate,Cidade,19.44,1kg,11
2021-06-06,Morango,Supermercado,3.62,Casquinha,31
2021-06-06,Morango,Supermercado,7.69,250g,22
2021-06-06,Morango,Supermercado,11.17,500g,26
2021-06-06,Morango,Supermercado,20.31,1kg,26
2021-06-06,Morango,Shopping,3.76,Casquinha,28
2021-06-06,Morango,Shopping,7.17,250g,4
2021-06-06,Morango,Shopping,11.79,500g,0
2021-06-06,Morango,Shopping,20.26,1kg,5
2021-06-06,Morango,Praia,3.75,Casquinha,51
2021-06-06,Morango,Praia,7.08,250g,35
2021-06-06,Morango,Praia,12.67,500g,30
2021-06-06,Morango,Praia,19.01,1kg,10
2021-06-06,Morango,Cidade,3.76,Casquinha,30
2021-06-06,Morango,Cidade,7.25,250g,33
2021-06-06,Morango,Cidade,12.23,500g,36
2021-06-06,Morango,Cidade,20.3,1kg,24
2021-06-06,Creme,Supermercado,3.45,Casquinha,37
2021-06-06,Creme,Supermercado,6.62,250g,12
2021-06-06,Creme,Supermercado,12.46,500g,22
2021-06-06,Creme,Supermercado,20.99,1kg,0
2021-06-06,Creme,Shopping,3.3,Casquinha,35
2021-06-06,Creme,Shopping,6.36,250g,21
2021-06-06,Creme,Shopping,12.56,500g,11
2021-06-06,Creme,Shopping,21.72,1kg,0
2021-06-06,Creme,Praia,3.38,Casquinha,30
2021-06-06,Creme,Praia,6.41,250g,23
2021-06-06,Creme,Praia,11.42,500g,19
2021-06-06,Creme,Praia,19.71,1kg,11
2021-06-06,Creme,Cidade,3.53,Casquinha,22
2021-06-06,Creme,Cidade,7.23,250g,11
2021-06-06,Creme,Cidade,13.12,500g,32
2021-06-06,Creme,Cidade,20.0,1kg,31
2021-06-06,Limão,Supermercado,3.2,Casquinha,22
2021-06-06,Limão,Supermercado,6.78,250g,7
2021-06-06,Limão,Supermercado,13.0,500g,1
2021-06-06,Limão,Supermercado,20.86,1kg,6
2021-06-06,Limão,Shopping,3.36,Casquinha,37
2021-06-06,Limão,Shopping,7.56,250g,15
2021-06-06,Limão,Shopping,12.7,500g,22
2021-06-06,Limão,Shopping,21.78,1kg,19
2021-06-06,Limão,Praia,3.36,Casquinha,31
2021-06-06,Limão,Praia,7.19,250g,6
2021-06-06,Limão,Praia,12.22,500g,26
2021-06-06,Limão,Praia,20.23,1kg,0
2021-06-06,Limão,Cidade,3.39,Casquinha,13
2021-06-06,Limão,Cidade,6.86,250g,17
2021-06-06,Limão,Cidade,12.55,500g,8
2021-06-06,Limão,Cidade,18.0,1kg,11
2021-06-06,Uva,Supermercado,3.65,Casquinha,1
2021-06-06,Uva,Supermercado,6.32,250g,2
2021-06-06,Uva,Supermercado,12.1,500g,14
2021-06-06,Uva,Supermercado,18.34,1kg,33
2021-06-06,Uva,Shopping,3.53,Casquinha,26
2021-06-06,Uva,Shopping,6.84,250g,0
2021-06-06,Uva,Shopping,11.38,500g,4
2021-06-06,Uva,Shopping,18.39,1kg,0
2021-06-06,Uva,Praia,3.27,Casquinha,16
2021-06-06,Uva,Praia,7.04,250g,14
2021-06-06,Uva,Praia,12.9,500g,3
2021-06-06,Uva,Praia,19.22,1kg,17
2021-06-06,Uva,Cidade,3.43,Casquinha,26
2021-06-06,Uva,Cidade,6.74,250g,21
2021-06-06,Uva,Cidade,11.12,500g,0
2021-06-06,Uva,Cidade,20.31,1kg,9
2021-06-13,Chocolate,Supermercado,3.64,Casquinha,52
2021-06-13,Chocolate,Supermercado,7.52,250g,38
2021-06-13,Chocolate,Supermercado,12.0,500g,31
2021-06-13,Chocolate,Supermercado,18.75,1kg,32
2021-06-13,Chocolate,Shopping,3.17,Casquinha,33
2021-06-13,Chocolate,Shopping,7.16,250g,9
2021-06-13,Chocolate,Shopping,12.84,500g,18
2021-06-13,Chocolate,Shopping,21.85,1kg,13
2021-06-13,Chocolate,Praia,3.23,Casquinha,75
2021-06-13,Chocolate,Praia,7.06,250g,29
2021-06-13,Chocolate,Praia,11.01,500g,40
2021-06-13,Chocolate,Praia,18.93,1kg,44
2021-06-13,Chocolate,Cidade,3.6,Casquinha,61
2021-06-13,Chocolate,Cidade,6.65,250g,29
2021-06-13,Chocolate,Cidade,11.54,500g,32
2021-06-13,Chocolate,Cidade,21.24,1kg,20
2021-06-13,Morango,Supermercado,3.56,Casquinha,26
2021-06-13,Morango,Supermercado,7.2,250g,38
2021-06-13,Morango,Supermercado,11.92,500g,25
2021-06-13,Morango,Supermercado,20.23,1kg,5
2021-06-13,Morango,Shopping,3.4,Casquinha,27
2021-06-13,Morango,Shopping,7.37,250g,20
2021-06-13,Morango,Shopping,12.49,500g,30
2021-06-13,Morango,Shopping,19.58,1kg,1
2021-06-13,Morango,Praia,3.68,Casquinha,19
2021-06-13,Morango,Praia,7.61,250g,18
2021-06-13,Morango,Praia,11.4,500g,26
2021-06-13,Morango,Praia,21.88,1kg,8
2021-06-13,Morango,Cidade,3.41,Casquinha,33
2021-06-13,Morango,Cidade,7.01,250g,20
2021-06-13,Morango,Cidade,11.19,500g,0
2021-06-13,Morango,Cidade,19.6,1kg,8
2021-06-13,Creme,Supermercado,3.23,Casquinha,25
2021-06-13,Creme,Supermercado,6.84,250g,29
2021-06-13,Creme,Supermercado,12.38,500g,35
2021-06-13,Creme,Supermercado,18.25,1kg,4
2021-06-13,Creme,Shopping,3.72,Casquinha,26
2021-06-13,Creme,Shopping,7.64,250g,23
2021-06-13,Creme,Shopping,11.16,500g,38
2021-06-13,Creme,Shopping,20.33,1kg,5
2021-06-13,Creme,Praia,3.43,Casquinha,25
2021-06-13,Creme,Praia,6.85,250g,20
2021-06-13,Creme,Praia,11.19,500g,10
2021-06-13,Creme,Praia,18.23,1kg,21
2021-06-13,Creme,Cidade,3.54,Casquinha,37
2021-06-13,Creme,Cidade,7.11,250g,22
2021-06-13,Creme,Cidade,11.63,500g,17
2021-06-13,Creme,Cidade,18.32,1kg,25
2021-06-13,Limão,Supermercado,3.55,Casquinha,18
2021-06-13,Limão,Supermercado,6.71,250g,23
2021-06-13,Limão,Supermercado,11.14,500g,9
2021-06-13,Limão,Supermercado,20.38,1kg,0
2021-06-13,Limão,Shopping,3.21,Casquinha,30
2021-06-13,Limão,Shopping,6.41,250g,16
2021-06-13,Limão,Shopping,11.94,500g,21
2021-06-13,Limão,Shopping,21.13,1kg,12
2021-06-13,Limão,Praia,3.34,Casquinha,30
2021-06-13,Limão,Praia,6.36,250g,9
2021-06-13,Limão,Praia,11.77,500g,40
2021-06-13,Limão,Praia,21.74,1kg,16
2021-06-13,Limão,Cidade,3.62,Casquinha,34
2021-06-13,Limão,Cidade,7.63,250g,14
2021-06-13,Limão,Cidade,10.85,500g,6
2021-06-13,Limão,Cidade,18.53,1kg,17
2021-06-13,Uva,Supermercado,3.46,Casquinha,1
2021-06-13,Uva,Supermercado,6.38,250g,25
2021-06-13,Uva,Supermercado,12.24,500g,5
2021-06-13,Uva,Supermercado,18.87,1kg,14
2021-06-13,Uva,Shopping,3.46,Casquinha,15
2021-06-13,Uva,Shopping,6.79,250g,21
2021-06-13,Uva,Shopping,12.72,500g,19
2021-06-13,Uva,Shopping,20.53,1kg,7
2021-06-13,Uva,Praia,3.7,Casquinha,1
2021-06-13,Uva,Praia,7.64,250g,29
2021-06-13,Uva,Praia,12.1,500g,0
2021-06-13,Uva,Praia,20.5,1kg,12
2021-06-13,Uva,Cidade,3.55,Casquinha,28
2021-06-13,Uva,Cidade,7.03,250g,15
2021-06-13,Uva,Cidade,11.34,500g,2
2021-06-13,Uva,Cidade,19.77,1kg,8
2021-06-20,Chocolate,Supermercado,3.26,Casquinha,36
2021-06-20,Chocolate,Supermercado,6.84,250g,24
2021-06-20,Chocolate,Supermercado,10.92,500g,26
2021-06-20,Chocolate,Supermercado,19.93,1kg,0
2021-06-20,Chocolate,Shopping,3.42,Casquinha,35
2021-06-20,Chocolate,Shopping,7.01,250g,28
2021-06-20,Chocolate,Shopping,10.95,500g,22
2021-06-20,Chocolate,Shopping,20.26,1kg,8
2021-06-20,Chocolate,Praia,3.76,Casquinha,55
2021-06-20,Chocolate,Praia,6.37,250g,36
2021-06-20,Chocolate,Praia,11.04,500g,49
2021-06-20,Chocolate,Praia,18.18,1kg,27
2021-06-20,Chocolate,Cidade,3.81,Casquinha,37
2021-06-20,Chocolate,Cidade,6.41,250g,38
2021-06-20,Chocolate,Cidade,11.21,500g,7
2021-06-20,Chocolate,Cidade,19.43,1kg,19
2021-06-20,Morango,Supermercado,3.84,Casquinha,38
2021-06-20,Morango,Supermercado,6.5,250g,26
2021-06-20,Morango,Supermercado,11.72,500g,12
2021-06-20,Morango,Supermercado,18.02,1kg,16
2021-06-20,Morango,Shopping,3.62,Casquinha,20
2021-06-20,Morango,Shopping,6.99,250g,40
2021-06-20,Morango,Shopping,11.8,500g,19
2021-06-20,Morango,Shopping,20.91,1kg,18
2021-06-20,Morango,Praia,3.37,Casquinha,28
2021-06-20,Morango,Praia,6.44,250g,24
2021-06-20,Morango,Praia,11.23,500g,30
2021-06-20,Morango,Praia,20.19,1kg,28
2021-06-20,Morango,Cidade,3.48,Casquinha,26
2021-06-20,Morango,Cidade,7.4,250g,11
2021-06-20,Morango,Cidade,13.18,500g,25
2021-06-20,Morango,Cidade,21.32,1kg,11
2021-06-20,Creme,Supermercado,3.31,Casquinha,12
2021-06-20,Creme,Supermercado,7.67,250g,2
2021-06-20,Creme,Supermercado,11.23,500g,10
2021-06-20,Creme,Supermercado,20.92,1kg,22
2021-06-20,Creme,Shopping,3.44,Casquinha,37
2021-06-20,Creme,Shopping,7.43,250g,20
2021-06-20,Creme,Shopping,12.88,500g,15
2021-06-20,Creme,Shopping,18.56,1kg,7
2021-06-20,Creme,Praia,3.44,Casquinha,11
2021-06-20,Creme,Praia,7.03,250g,35
2021-06-20,Creme,Praia,13.19,500g,23
2021-06-20,Creme,Praia,19.58,1kg,6
2021-06-20,Creme,Cidade,3.24,Casquinha,41
2021-06-20,Creme,Cidade,6.98,250g,8
2021-06-20,Creme,Cidade,11.8,500g,27
2021-06-20,Creme,Cidade,20.3,1kg,0
2021-06-20,Limão,Supermercado,3.26,Casquinha,46
2021-06-20,Limão,Supermercado,7.1,250g,1
2021-06-20,Limão,Supermercado,11.3,500g,24
2021-06-20,Limão,Supermercado,20.26,1kg,2
2021-06-20,Limão,Shopping,3.33,Casquinha,25
2021-06-20,Limão,Shopping,7.41,250g,31
2021-06-20,Limão,Shopping,12.56,500g,8
2021-06-20,Limão,Shopping,18.53,1kg,32
2021-06-20,Limão,Praia,3.33,Casquinha,43
2021-06-20,Limão,Praia,7.02,250g,3
2021-06-20,Limão,Praia,11.49,500g,14
2021-06-20,Limão,Praia,19.14,1kg,8
2021-06-20,Limão,Cidade,3.66,Casquinha,21
2021-06-20,Limão,Cidade,7.62,250g,11
2021-06-20,Limão,Cidade,11.22,500g,3
2021-06-20,Limão,Cidade,20.5,1kg,8
2021-06-20,Uva,Supermercado,3.54,Casquinha,19
2021-06-20,Uva,Supermercado,7.56,250g,0
2021-06-20,Uva,Supermercado,11.27,500g,17
2021-06-20,Uva,Supermercado,20.39,1kg,7
2021-06-20,Uva,Shopping,3.72,Casquinha,28
2021-06-20,Uva,Shopping,7.58,250g,4
2021-06-20,Uva,Shopping,12.17,500g,1
2021-06-20,Uva,Shopping,18.79,1kg,0
2021-06-20,Uva,Praia,3.32,Casquinha,22
2021-06-20,Uva,Praia,7.12,250g,0
2021-06-20,Uva,Praia,11.82,500g,2
2021-06-20,Uva,Praia,18.35,1kg,9
2021-06-20,Uva,Cidade,3.27,Casquinha,0
2021-06-20,Uva,Cidade,6.7,250g,10
2021-06-20,Uva,Cidade,11.76,500g,21
2021-06-20,Uva,Cidade,21.19,1kg,17
2021-06-27,Chocolate,Supermercado,3.8,Casquinha,40
2021-06-27,Chocolate,Supermercado,7.09,250g,39
2021-06-27,Chocolate,Supermercado,12.39,500g,28
2021-06-27,Chocolate,Supermercado,21.99,1kg,19
2021-06-27,Chocolate,Shopping,3.65,Casquinha,44
2021-06-27,Chocolate,Shopping,6.37,250g,23
2021-06-27,Chocolate,Shopping,11.35,500g,18
2021-06-27,Chocolate,Shopping,18.88,1kg,20
2021-06-27,Chocolate,Praia,3.25,Casquinha,50
2021-06-27,Chocolate,Praia,7.24,250g,47
2021-06-27,Chocolate,Praia,11.37,500g,36
2021-06-27,Chocolate,Praia,19.25,1kg,29
2021-06-27,Chocolate,Cidade,3.44,Casquinha,47
2021-06-27,Chocolate,Cidade,6.72,250g,31
2021-06-27,Chocolate,Cidade,12.68,500g,31
2021-06-27,Chocolate,Cidade,21.86,1kg,28
2021-06-27,Morango,Supermercado,3.43,Casquinha,38
2021-06-27,Morango,Supermercado,7.32,250g,16
2021-06-27,Morango,Supermercado,12.18,500g,20
2021-06-27,Morango,Supermercado,19.25,1kg,0
2021-06-27,Morango,Shopping,3.45,Casquinha,44
2021-06-27,Morango,Shopping,6.63,250g,30
2021-06-27,Morango,Shopping,11.77,500g,9
2021-06-27,Morango,Shopping,21.13,1kg,7
2021-06-27,Morango,Praia,3.79,Casquinha,55
2021-06-27,Morango,Praia,7.56,250g,23
2021-06-27,Morango,Praia,12.83,500g,8
2021-06-27,Morango,Praia,18.25,1kg,6
2021-06-27,Morango,Cidade,3.49,Casquinha,32
2021-06-27,Morango,Cidade,6.74,250g,20
2021-06-27,Morango,Cidade,12.74,500g,16
2021-06-27,Morango,Cidade,21.43,1kg,22
2021-06-27,Creme,Supermercado,3.75,Casquinha,22
2021-06-27,Creme,Supermercado,7.27,250g,24
2021-06-27,Creme,Supermercado,13.07,500g,4
2021-06-27,Creme,Supermercado,20.0,1kg,24
2021-06-27,Creme,Shopping,3.6,Casquinha,14
2021-06-27,Creme,Shopping,6.74,250g,18
2021-06-27,Creme,Shopping,12.73,500g,13
2021-06-27,Creme,Shopping,20.65,1kg,14
2021-06-27,Creme,Praia,3.68,Casquinha,41
2021-06-27,Creme,Praia,6.48,250g,19
2021-06-27,Creme,Praia,12.49,500g,27
2021-06-27,Creme,Praia,19.01,1kg,25
2021-06-27,Creme,Cidade,3.76,Casquinha,25
2021-06-27,Creme,Cidade,7.49,250g,38
2021-06-27,Creme,Cidade,11.72,500g,19
2021-06-27,Creme,Cidade,20.2,1kg,8
2021-06-27,Limão,Supermercado,3.28,Casquinha,21
2021-06-27,Limão,Supermercado,7.15,250g,33
2021-06-27,Limão,Supermercado,11.91,500g,15
2021-06-27,Limão,Supermercado,20.84,1kg,12
2021-06-27,Limão,Shopping,3.22,Casquinha,23
2021-06-27,Limão,Shopping,7.28,250g,22
2021-06-27,Limão,Shopping,11.67,500g,14
2021-06-27,Limão,Shopping,18.45,1kg,14
2021-06-27,Limão,Praia,3.44,Casquinha,25
2021-06-27,Limão,Praia,7.18,250g,19
2021-06-27,Limão,Praia,11.45,500g,24
2021-06-27,Limão,Praia,19.57,1kg,3
2021-06-27,Limão,Cidade,3.25,Casquinha,21
2021-06-27,Limão,Cidade,7.67,250g,12
2021-06-27,Limão,Cidade,11.69,500g,0
2021-06-27,Limão,Cidade,20.08,1kg,0
2021-06-27,Uva,Supermercado,3.46,Casquinha,14
2021-06-27,Uva,Supermercado,7.01,250g,20
2021-06-27,Uva,Supermercado,11.13,500g,10
2021-06-27,Uva,Supermercado,20.38,1kg,0
2021-06-27,Uva,Shopping,3.44,Casquinha,26
2021-06-27,Uva,Shopping,6.57,250g,5
2021-06-27,Uva,Shopping,12.77,500g,0
2021-06-27,Uva,Shopping,19.83,1kg,23
2021-06-27,Uva,Praia,3.33,Casquinha,17
2021-06-27,Uva,Praia,6.75,250g,28
2021-06-27,Uva,Praia,12.23,500g,9
2021-06-27,Uva,Praia,21.68,1kg,7
2021-06-27,Uva,Cidade,3.39,Casquinha,0
2021-06-27,Uva,Cidade,6.3,250g,5
2021-06-27,Uva,Cidade,13.0,500g,12
2021-06-27,Uva,Cidade,18.67,1kg,12
2021-07-04,Chocolate,Supermercado,3.23,Casquinha,43
2021-07-04,Chocolate,Supermercado,7.6,250g,27
2021-07-04,Chocolate,Supermercado,11.83,500g,24
2021-07-04,Chocolate,Supermercado,19.4,1kg,7
2021-07-04,Chocolate,Shopping,3.41,Casquinha,52
2021-07-04,Chocolate,Shopping,6.45,250g,35
2021-07-04,Chocolate,Shopping,10.89,500g,20
2021-07-04,Chocolate,Shopping,21.21,1kg,11
2021-07-04,Chocolate,Praia,3.39,Casquinha,69
2021-07-04,Chocolate,Praia,7.01,250g,29
2021-07-04,Chocolate,Praia,12.87,500g,26
2021-07-04,Chocolate,Praia,21.96,1kg,36
2021-07-04,Chocolate,Cidade,3.49,Casquinha,44
2021-07-04,Chocolate,Cidade,7.69,250g,13
2021-07-04,Chocolate,Cidade,12.86,500g,26
2021-07-04,Chocolate,Cidade,19.38,1kg,12
2021-07-04,Morango,Supermercado,3.15,Casquinha,20
2021-07-04,Morango,Supermercado,7.45,250g,19
2021-07-04,Morango,Supermercado,11.61,500g,9
2021-07-04,Morango,Supermercado,18.93,1kg,7
2021-07-04,Morango,Shopping,3.2,Casquinha,33
2021-07-04,Morango,Shopping,6.71,250g,9
2021-07-04,Morango,Shopping,11.8,500g,27
2021-07-04,Morango,Shopping,21.62,1kg,10
2021-07-04,Morango,Praia,3.5,Casquinha,34
2021-07-04,Morango,Praia,7.63,250g,26
2021-07-04,Morango,Praia,10.94,500g,13
2021-07-04,Morango,Praia,19.28,1kg,7
2021-07-04,Morango,Cidade,3.27,Casquinha,31
2021-07-04,Morango,Cidade,7.19,250g,27
2021-07-04,Morango,Cidade,11.1,500g,24
2021-07-04,Morango,Cidade,20.18,1kg,10
2021-07-04,Creme,Supermercado,3.2,Casquinha,25
2021-07-04,Creme,Supermercado,7.5,250g,22
2021-07-04,Creme,Supermercado,10.83,500g,31
2021-07-04,Creme,Supermercado,21.74,1kg,12
2021-07-04,Creme,Shopping,3.79,Casquinha,18
2021-07-04,Creme,Shopping,6.7,250g,9
2021-07-04,Creme,Shopping,11.7,500g,23
2021-07-04,Creme,Shopping,18.64,1kg,0
2021-07-04,Creme,Praia,3.63,Casquinha,28
2021-07-04,Creme,Praia,7.0,250g,15
2021-07-04,Creme,Praia,12.71,500g,27
2021-07-04,Creme,Praia,18.62,1kg,27
2021-07-04,Creme,Cidade,3.53,Casquinha,25
2021-07-04,Creme,Cidade,6.88,250g,12
2021-07-04,Creme,Cidade,10.9,500g,14
2021-07-04,Creme,Cidade,18.17,1kg,16
2021-07-04,Limão,Supermercado,3.28,Casquinha,26
2021-07-04,Limão,Supermercado,6.5,250g,13
2021-07-04,Limão,Supermercado,12.63,500g,25
2021-07-04,Limão,Supermercado,19.37,1kg,3
2021-07-04,Limão,Shopping,3.59,Casquinha,15
2021-07-04,Limão,Shopping,7.61,250g,10
2021-07-04,Limão,Shopping,13.0,500g,13
2021-07-04,Limão,Shopping,21.23,1kg,16
2021-07-04,Limão,Praia,3.2,Casquinha,12
2021-07-04,Limão,Praia,7.19,250g,6
2021-07-04,Limão,Praia,11.65,500g,17
2021-07-04,Limão,Praia,21.26,1kg,0
2021-07-04,Limão,Cidade,3.42,Casquinha,18
2021-07-04,Limão,Cidade,6.63,250g,11
2021-07-04,Limão,Cidade,11.52,500g,23
2021-07-04,Limão,Cidade,20.78,1kg,25
2021-07-04,Uva,Supermercado,3.4,Casquinha,9
2021-07-04,Uva,Supermercado,6.96,250g,15
2021-07-04,Uva,Supermercado,12.72,500g,4
2021-07-04,Uva,Supermercado,20.74,1kg,14
2021-07-04,Uva,Shopping,3.17,Casquinha,1
2021-07-04,Uva,Shopping,6.38,250g,20
2021-07-04,Uva,Shopping,12.26,500g,1
2021-07-04,Uva,Shopping,18.32,1kg,0
2021-07-04,Uva,Praia,3.25,Casquinha,11
2021-07-04,Uva,Praia,7.58,250g,9
2021-07-04,Uva,Praia,10.81,500g,0
2021-07-04,Uva,Praia,19.23,1kg,6
2021-07-04,Uva,Cidade,3.8,Casquinha,20
2021-07-04,Uva,Cidade,7.07,250g,1
2021-07-04,Uva,Cidade,12.92,500g,23
2021-07-04,Uva,Cidade,18.78,1kg,30
2021-07-11,Chocolate,Supermercado,3.27,Casquinha,39
2021-07-11,Chocolate,Supermercado,6.82,250g,35
2021-07-11,Chocolate,Supermercado,12.62,500g,27
2021-07-11,Chocolate,Supermercado,20.95,1kg,16
2021-07-11,Chocolate,Shopping,3.57,Casquinha,35
2021-07-11,Chocolate,Shopping,6.62,250g,10
2021-07-11,Chocolate,Shopping,12.59,500g,20
2021-07-11,Chocolate,Shopping,19.37,1kg,24
2021-07-11,Chocolate,Praia,3.82,Casquinha,44
2021-07-11,Chocolate,Praia,6.79,250g,7
2021-07-11,Chocolate,Praia,12.98,500g,43
2021-07-11,Chocolate,Praia,21.25,1kg,25
2021-07-11,Chocolate,Cidade,3.39,Casquinha,53
2021-07-11,Chocolate,Cidade,6.81,250g,27
2021-07-11,Chocolate,Cidade,12.71,500g,25
2021-07-11,Chocolate,Cidade,20.97,1kg,23
2021-07-11,Morango,Supermercado,3.71,Casquinha,31
2021-07-11,Morango,Supermercado,6.37,250g,35
2021-07-11,Morango,Supermercado,11.76,500g,14
2021-07-11,Morango,Supermercado,21.0,1kg,34
2021-07-11,Morango,Shopping,3.4,Casquinha,20
2021-07-11,Morango,Shopping,7.35,250g,27
2021-07-11,Morango,Shopping,12.11,500g,11
2021-07-11,Morango,Shopping,20.99,1kg,4
2021-07-11,Morango,Praia,3.49,Casquinha,33
2021-07-11,Morango,Praia,7.56,250g,4
2021-07-11,Morango,Praia,12.06,500g,13
2021-07-11,Morango,Praia,19.79,1kg,26
2021-07-11,Morango,Cidade,3.24,Casquinha,42
2021-07-11,Morango,Cidade,7.47,250g,13
2021-07-11,Morango,Cidade,12.12,500g,24
2021-07-11,Morango,Cidade,20.4,1kg,7
2021-07-11,Creme,Supermercado,3.66,Casquinha,9
2021-07-11,Creme,Supermercado,7.21,250g,28
2021-07-11,Creme,Supermercado,10.96,500g,26
2021-07-11,Creme,Supermercado,20.39,1kg,6
2021-07-11,Creme,Shopping,3.43,Casquinha,36
2021-07-11,Creme,Shopping,6.78,250g,17
2021-07-11,Creme,Shopping,12.89,500g,15
2021-07-11,Creme,Shopping,21.39,1kg,9
2021-07-11,Creme,Praia,3.28,Casquinha,21
2021-07-11,Creme,Praia,7.29,250g,21
2021-07-11,Creme,Praia,12.08,500g,7
2021-07-11,Creme,Praia,18.85,1kg,19
2021-07-11,Creme,Cidade,3.18,Casquinha,34
2021-07-11,Creme,Cidade,7.5,250g,1
2021-07-11,Creme,Cidade,12.4,500g,21
2021-07-11,Creme,Cidade,20.88,1kg,11
2021-07-11,Limão,Supermercado,3.8,Casquinha,4
2021-07-11,Limão,Supermercado,6.37,250g,16
2021-07-11,Limão,Supermercado,12.54,500g,8
2021-07-11,Limão,Supermercado,20.13,1kg,1
2021-07-11,Limão,Shopping,3.55,Casquinha,7
2021-07-11,Limão,Shopping,6.83,250g,16
2021-07-11,Limão,Shopping,12.28,500g,11
2021-07-11,Limão,Shopping,20.37,1kg,9
2021-07-11,Limão,Praia,3.28,Casquinha,36
2021-07-11,Limão,Praia,7.14,250g,33
2021-07-11,Limão,Praia,11.98,500g,0
2021-07-11,Limão,Praia,20.08,1kg,14
2021-07-11,Limão,Cidade,3.29,Casquinha,15
2021-07-11,Limão,Cidade,6.42,250g,20
2021-07-11,Limão,Cidade,11.85,500g,4
2021-07-11,Limão,Cidade,19.11,1kg,28
2021-07-11,Uva,Supermercado,3.54,Casquinha,19
2021-07-11,Uva,Supermercado,7.59,250g,8
2021-07-11,Uva,Supermercado,12.01,500g,19
2021-07-11,Uva,Supermercado,18.15,1kg,0
2021-07-11,Uva,Shopping,3.48,Casquinha,18
2021-07-11,Uva,Shopping,6.32,250g,6
2021-07-11,Uva,Shopping,12.13,500g,6
2021-07-11,Uva,Shopping,18.34,1kg,22
2021-07-11,Uva,Praia,3.83,Casquinha,40
2021-07-11,Uva,Praia,6.63,250g,15
2021-07-11,Uva,Praia,11.96,500g,1
2021-07-11,Uva,Praia,18.42,1kg,5
2021-07-11,Uva,Cidade,3.74,Casquinha,6
2021-07-11,Uva,Cidade,7.01,250g,3
2021-07-11,Uva,Cidade,12.64,500g,9
2021-07-11,Uva,Cidade,18.48,1kg,0
2021-07-18,Chocolate,Supermercado,3.18,Casquinha,53
2021-07-18,Chocolate,Supermercado,6.67,250g,27
2021-07-18,Chocolate,Supermercado,11.81,500g,23
2021-07-18,Chocolate,Supermercado,20.31,1kg,12
2021-07-18,Chocolate,Shopping,3.55,Casquinha,25
